"Symbol","Timestamp","Human Time","NOPE","Stock Price","Stock Volume","Call Net Delta * Volume","Put Net Delta * Volume"
"SPY","1610116260000","January 8, 2021 9:31 am","28.154608012721","380.79","1568431","769189.2","-327603.6"
"SPY","1610116320000","January 8, 2021 9:32 am","56.938843951227","381.035","1869627","1616355.9","-551811.9"
"SPY","1610116380000","January 8, 2021 9:33 am","50.745422706498","380.305","2152309","2044808.8","-952610.5"
"SPY","1610116440000","January 8, 2021 9:34 am","59.779219918113","380.64","2413080","2620075.6","-1177555.2"
"SPY","1610116500000","January 8, 2021 9:35 am","64.498554186324","380.805","2784937","3360827.2","-1564583.1"
"SPY","1610116500000","January 8, 2021 9:35 am","60.137714350181","380.91","2659200","3051350.2","-1452168.1"
"SPY","1610116500000","January 8, 2021 9:35 am","60.701036370268","380.74","2610264","3001366.3","-1416909"
"SPY","1610116560000","January 8, 2021 9:36 am","63.576713693069","380.84","2834507","3420229.1","-1618142.7"
"SPY","1610116620000","January 8, 2021 9:37 am","71.394176181466","380.865","3007683","3894234.6","-1746924.1"
"SPY","1610116680000","January 8, 2021 9:38 am","76.95796302974","380.865","3103197","4262880","-1874722.8"
"SPY","1610116740000","January 8, 2021 9:39 am","74.366678984616","380.765","3222939","4466945.3","-2070152.6"
"SPY","1610116800000","January 8, 2021 9:40 am","63.919105508115","380.65","3524146","4845663.6","-2593061"
"SPY","1610116800000","January 8, 2021 9:40 am","61.200519070155","380.78","3454639","4680490.1","-2566233.1"
"SPY","1610116800000","January 8, 2021 9:40 am","60.801015469343","380.56","3404928","4567433.6","-2497202.8"
"SPY","1610116860000","January 8, 2021 9:41 am","63.071052404192","380.84","3564524","4884479.5","-2636296.7"
"SPY","1610116920000","January 8, 2021 9:42 am","79.599006111908","381.02","3734022","5595106","-2622861.6"
"SPY","1610116980000","January 8, 2021 9:43 am","83.884987537277","381.05","3888396","6122844.5","-2861064"
"SPY","1610117040000","January 8, 2021 9:44 am","95.940202541983","381.075","4094756","6824248.5","-2895731.3"
"SPY","1610117100000","January 8, 2021 9:45 am","89.186008164751","380.965","4296763","7130795.2","-3298683.8"
"SPY","1610117100000","January 8, 2021 9:45 am","84.454185893676","380.89","4249881","6912768.6","-3323566.2"
"SPY","1610117100000","January 8, 2021 9:45 am","87.514899325742","380.975","4220493","6881459.8","-3187899.6"
"SPY","1610117160000","January 8, 2021 9:46 am","85.296043935763","380.93","4323767","7047816.1","-3359813.9"
"SPY","1610117220000","January 8, 2021 9:47 am","73.723407810773","380.67","4488160","7007415.2","-3698590.7"
"SPY","1610117280000","January 8, 2021 9:48 am","40.033802700069","380.19","4725658","6519252.1","-4627391.5"
"SPY","1610117340000","January 8, 2021 9:49 am","61.516288057127","380.625","4895765","7423331.1","-4411638.2"
"SPY","1610117400000","January 8, 2021 9:50 am","60.812244524771","380.445","5151429","7775651.7","-4642952.1"
"SPY","1610117400000","January 8, 2021 9:50 am","63.595519202449","380.545","5086773","7779465.6","-4544505.9"
"SPY","1610117400000","January 8, 2021 9:50 am","64.217313084211","380.52","4976479","7724206.7","-4528445.6"
"SPY","1610117520000","January 8, 2021 9:52 am","58.666864512349","380.495","5303797","8102118.6","-4990547.2"
"SPY","1610117580000","January 8, 2021 9:53 am","55.666713856014","380.42","5375507","8157584.2","-5165216.1"
"SPY","1610117640000","January 8, 2021 9:54 am","68.317078784204","380.63","5478979","8789689.7","-5046611.3"
"SPY","1610117700000","January 8, 2021 9:55 am","48.254091499803","380.205","5711903","8524585.2","-5768358.3"
"SPY","1610117700000","January 8, 2021 9:55 am","54.281135085714","380.305","5622941","8627900.7","-5575704.5"
"SPY","1610117700000","January 8, 2021 9:55 am","57.920905425444","380.43","5570420","8705267.7","-5478830"
"SPY","1610117760000","January 8, 2021 9:56 am","45.180871607134","380.375","5743964","8628273.5","-6033100.5"
"SPY","1610117820000","January 8, 2021 9:57 am","46.813916896314","380.33","5869872","8914919.3","-6167002.3"
"SPY","1610117880000","January 8, 2021 9:58 am","65.891206584607","380.62","5978064","9902706.9","-5963688.4"
"SPY","1610117940000","January 8, 2021 9:59 am","66.509209477046","380.6","6098229","10159767.1","-6103883.2"
"SPY","1610118000000","January 8, 2021 10:00 am","75.303701172558","380.68","6309541","10932261.9","-6180944"
"SPY","1610118000000","January 8, 2021 10:00 am","74.04464716547","380.74","6239993","10713319.9","-6092939.1"
