"Symbol","Timestamp","Human Time","NOPE","Stock Price","Stock Volume","Call Net Delta * Volume","Put Net Delta * Volume"
"SPY","1609770840000","January 4, 2021 9:34 am","-10.414987284029","374.54","2767386","1755050","-2043272.9"
"SPY","1609770840000","January 4, 2021 9:34 am","-7.1973891053243","374.66","2721366","1729059.1","-1924926.4"
"SPY","1609771140000","January 4, 2021 9:39 am","-17.227492650163","374.085","3745321","3015123.8","-3660348.7"
"SPY","1609771200000","January 4, 2021 9:40 am","-14.820722767801","373.99","3788741","3178857.2","-3740376"
"SPY","1609771440000","January 4, 2021 9:44 am","6.6873770795669","374.105","4569521","5144519.4","-4838938.3"
"SPY","1609771440000","January 4, 2021 9:44 am","1.606148013645","374.03","4525299","4985145.5","-4912462.5"
"SPY","1609771740000","January 4, 2021 9:49 am","11.326841355889","374.215","5377817","6526492.4","-5917355.6"
"SPY","1609771740000","January 4, 2021 9:49 am","11.722533899721","374.19","5346873","6484250.5","-5857461.5"
"SPY","1609772040000","January 4, 2021 9:54 am","-28.443304494559","373.565","6401451","7246445.1","-9067229.3"
"SPY","1609772100000","January 4, 2021 9:55 am","-24.286478877131","373.715","6442283","7435148.7","-8999752.4"
"SPY","1609772340000","January 4, 2021 9:59 am","-27.301924623951","373.455","7004745","8068276.1","-9980706.3"
"SPY","1609772400000","January 4, 2021 10:00 am","-29.574822569784","373.585","7052491","8029003.9","-10114765.6"
"SPY","1609772640000","January 4, 2021 10:04 am","-29.993375947587","373.195","7589010","8814730","-11090930.3"
"SPY","1609772700000","January 4, 2021 10:05 am","-34.404976406884","373.245","7646722","8861463.5","-11492316.4"
"SPY","1609772940000","January 4, 2021 10:09 am","-53.946302775252","372.885","8264077","9140619.5","-13598783.5"
"SPY","1609773000000","January 4, 2021 10:10 am","-52.689026556771","372.945","8282897","9198554.7","-13562732.5"
"SPY","1609773240000","January 4, 2021 10:14 am","-66.475458860026","372.625","9170825","9328162.3","-15424510.3"
"SPY","1609773300000","January 4, 2021 10:15 am","-64.826545135707","372.575","9182187","9419696.1","-15372190.7"
"SPY","1609773540000","January 4, 2021 10:19 am","-71.562413092407","372.495","9848823","9864643.1","-16912698.5"
"SPY","1609773600000","January 4, 2021 10:20 am","-72.081878953168","372.41","9889379","9884752.5","-17013202.7"
"SPY","1609773840000","January 4, 2021 10:24 am","-72.267712535088","372.485","10467601","10406457","-17971152.8"
"SPY","1609773900000","January 4, 2021 10:25 am","-71.316046649165","372.275","10537552","10473371.1","-17988336.6"
"SPY","1609774140000","January 4, 2021 10:29 am","-64.626727814724","372.465","11868243","10956585.9","-18626643"
"SPY","1609774200000","January 4, 2021 10:30 am","-61.8182383391","372.44","11918355","11153621.1","-18521338.2"
"SPY","1609774440000","January 4, 2021 10:34 am","-81.570385006024","372.04","13403089","10893976","-21826927.3"
"SPY","1609774500000","January 4, 2021 10:35 am","-78.896934478432","372.01","13556910","11018687.7","-21714674.1"
"SPY","1609774740000","January 4, 2021 10:39 am","-83.508134637831","371.83","14689898","11461221","-23728480.8"
"SPY","1609774800000","January 4, 2021 10:40 am","-83.282794845428","371.805","14716177","11526288","-23782331.5"
"SPY","1609775040000","January 4, 2021 10:44 am","-69.967218684301","372.04","15441113","13239715","-24043432.3"
"SPY","1609775100000","January 4, 2021 10:45 am","-73.845564208112","371.885","15482771","13029024.2","-24462363.8"
"SPY","1609775340000","January 4, 2021 10:49 am","-93.763795978221","371.175","16521844","12960340","-28451848.1"
"SPY","1609775400000","January 4, 2021 10:50 am","-98.215551648376","371.14","16551866","12743023.4","-28999529.9"
"SPY","1609775640000","January 4, 2021 10:54 am","-118.31800793526","370.155","18382013","12781725.2","-34530956.8"
"SPY","1609775700000","January 4, 2021 10:55 am","-119.57239622841","370.26","18432742","12725682","-34766153.3"
"SPY","1609775940000","January 4, 2021 10:59 am","-123.02514394445","369.93","19758316","13440561.1","-37748257.8"
"SPY","1609776000000","January 4, 2021 11:00 am","-118.59907405676","369.965","19894956","13769535","-37364768.6"
"SPY","1609776240000","January 4, 2021 11:04 am","-139.30438840599","368.73","21827037","14011767.2","-44417787.6"
"SPY","1609776300000","January 4, 2021 11:05 am","-129.32720996734","369.135","21985076","15166021.5","-43598706.9"
"SPY","1609776540000","January 4, 2021 11:09 am","-145.42309323261","368.23","23697791","15303273.1","-49765333.8"
"SPY","1609776600000","January 4, 2021 11:10 am","-148.32832011694","368.065","23746897","15088429.5","-50311802.9"
"SPY","1609776840000","January 4, 2021 11:14 am","-116.49639724273","369.26","25178077","19008673.9","-48340226.5"
"SPY","1609776900000","January 4, 2021 11:15 am","-114.3762483164","369.185","25269535","19267047.1","-48169393.2"
"SPY","1609777140000","January 4, 2021 11:19 am","-114.7711948757","369.295","26674490","19515044","-50129674.9"
"SPY","1609777200000","January 4, 2021 11:20 am","-106.35152840077","369.325","26738602","20421310.4","-48858222.3"
"SPY","1609777440000","January 4, 2021 11:24 am","-121.92470147845","368.725","27563755","19283253.9","-52890279.9"
"SPY","1609777500000","January 4, 2021 11:25 am","-120.28388569689","368.725","27595050","19467736.1","-52660134.5"
"SPY","1609777740000","January 4, 2021 11:29 am","-114.52683692825","368.995","28264822","20296562.3","-52667368.9"
