"Symbol","Timestamp","Human Time","NOPE","Stock Price","Stock Volume","Call Net Delta * Volume","Put Net Delta * Volume"
"SPY","1610461860000","January 12, 2021 9:31 am","-0.31752483415255","379.06","1163720","241192.8","-244887.9"
"SPY","1610461920000","January 12, 2021 9:32 am","6.9233951402573","379.17","1317436","471798.4","-380587.1"
"SPY","1610461980000","January 12, 2021 9:33 am","13.185556854164","379.245","1459682","663662.7","-471195.5"
"SPY","1610462040000","January 12, 2021 9:34 am","12.659266815844","379.16","1626249","847934.3","-642063.1"
"SPY","1610462100000","January 12, 2021 9:35 am","-1.7758152188386","378.925","1877594","1038759.9","-1072102.5"
"SPY","1610462160000","January 12, 2021 9:36 am","-0.97949621414704","378.88","1970758","1123169.3","-1142472.8"
"SPY","1610462160000","January 12, 2021 9:36 am","-1.2292490260388","378.995","1951053","1102978.5","-1126961.8"
"SPY","1610462220000","January 12, 2021 9:37 am","-3.0229174796642","378.805","2044902","1221813.8","-1283629.5"
"SPY","1610462280000","January 12, 2021 9:38 am","0.71276620258344","378.945","2169870","1422833.9","-1407367.8"
"SPY","1610462340000","January 12, 2021 9:39 am","0.034640762706009","378.975","2264673","1514711","-1513926.5"
"SPY","1610462400000","January 12, 2021 9:40 am","-6.6038906308221","378.655","2458316","1677357.7","-1839702.2"
"SPY","1610462400000","January 12, 2021 9:40 am","-5.0760893977907","378.72","2413214","1593211.8","-1715708.7"
"SPY","1610462460000","January 12, 2021 9:41 am","-8.4958153659762","378.625","2509180","1745654.3","-1958829.6"
"SPY","1610462520000","January 12, 2021 9:42 am","-3.9771620907397","378.815","3091614","1941629.6","-2064588.1"
"SPY","1610462580000","January 12, 2021 9:43 am","2.9474942432304","378.9","3184946","2215977.5","-2122101.4"
"SPY","1610462640000","January 12, 2021 9:44 am","-1.3485011197976","378.955","3421154","2230799.9","-2276934.2"
"SPY","1610462700000","January 12, 2021 9:45 am","-7.1565296329183","378.795","3526163","2294836.1","-2547187"
"SPY","1610462700000","January 12, 2021 9:45 am","-9.0287594279191","378.75","3494541","2208494.8","-2524008.5"
"SPY","1610462760000","January 12, 2021 9:46 am","-8.4983527900162","378.635","3573922","2323159.6","-2626884.1"
"SPY","1610462760000","January 12, 2021 9:46 am","-8.4937581820469","378.685","3569553","2321070.4","-2624259.6"
"SPY","1610462820000","January 12, 2021 9:47 am","-13.893415449579","378.575","3698172","2333512.3","-2847314.7"
"SPY","1610462880000","January 12, 2021 9:48 am","-24.186253608411","378.58","3926936","2388043.5","-3337822.2"
"SPY","1610462940000","January 12, 2021 9:49 am","-28.682837369163","378.495","4041589","2423969.1","-3583211.5"
"SPY","1610463000000","January 12, 2021 9:50 am","-38.059553030684","378.27","4275685","2520155.8","-4147462.4"
"SPY","1610463000000","January 12, 2021 9:50 am","-33.974694737296","378.465","4173045","2466005.8","-3883785.1"
"SPY","1610463060000","January 12, 2021 9:51 am","-46.397262973862","377.925","4546102","2687194.1","-4796461"
"SPY","1610463060000","January 12, 2021 9:51 am","-47.643070460082","377.945","4425669","2584152.6","-4692677.2"
"SPY","1610463120000","January 12, 2021 9:52 am","-47.88645786013","377.955","4671182","2802289.1","-5039152.7"
"SPY","1610463180000","January 12, 2021 9:53 am","-57.3600155702","377.815","4834877","2906419.4","-5679705.6"
"SPY","1610463240000","January 12, 2021 9:54 am","-49.104622072461","378.29","5008857","3298290.6","-5757870.9"
"SPY","1610463300000","January 12, 2021 9:55 am","-41.05726546869","378.515","5212513","3784492.6","-5924607.9"
"SPY","1610463300000","January 12, 2021 9:55 am","-43.531418557913","378.52","5140481","3611950.3","-5849674.6"
"SPY","1610463360000","January 12, 2021 9:56 am","-41.895704940441","378.525","5268821","3843663.8","-6051073.5"
"SPY","1610463360000","January 12, 2021 9:56 am","-39.829493988732","378.555","5251721","3855827","-5947560.9"
"SPY","1610463420000","January 12, 2021 9:57 am","-38.767810087518","378.655","5308719","4076139.8","-6134213.9"
"SPY","1610463480000","January 12, 2021 9:58 am","-33.677420209005","378.785","5438239","4342643.7","-6174102.3"
"SPY","1610463540000","January 12, 2021 9:59 am","-34.094174612978","378.72","5543872","4417309.7","-6307447.1"
"SPY","1610463660000","January 12, 2021 10:01 am","-44.405571443081","378.535","5789308","4608869.5","-7179644.8"
"SPY","1610463660000","January 12, 2021 10:01 am","-42.326942870154","378.39","5698335","4532402.4","-6944333.4"
"SPY","1610463660000","January 12, 2021 10:01 am","-42.799403460191","378.535","5683443","4494086.3","-6926566"
"SPY","1610463720000","January 12, 2021 10:02 am","-41.283218190984","378.575","5814397","4702454.5","-7102824.7"
"SPY","1610463780000","January 12, 2021 10:03 am","-32.283311366029","378.84","5938371","5073279.2","-6990382"
"SPY","1610463840000","January 12, 2021 10:04 am","-32.739064569048","378.71","5987807","5137229","-7097581"
"SPY","1610463900000","January 12, 2021 10:05 am","-30.858687395658","378.695","6088735","5425486.3","-7304390"
"SPY","1610463900000","January 12, 2021 10:05 am","-29.857213825855","378.74","6061021","5345939.1","-7155591.1"
"SPY","1610463960000","January 12, 2021 10:06 am","-28.895473464562","378.76","6113108","5538735.2","-7305146.7"
"SPY","1610463960000","January 12, 2021 10:06 am","-29.816958341181","378.745","6105550","5499769.1","-7320258.4"
"SPY","1610464020000","January 12, 2021 10:07 am","-28.424416942202","378.775","6158609","5589878.5","-7340427.2"
"SPY","1610464080000","January 12, 2021 10:08 am","-32.79863280061","378.615","6209482","5555615.7","-7592240.9"
"SPY","1610464140000","January 12, 2021 10:09 am","-29.326060785141","378.705","6240637","5725385.9","-7555518.9"
"SPY","1610464200000","January 12, 2021 10:10 am","-19.235326149863","379.045","6375934","6194505.4","-7420937.1"
"SPY","1610464200000","January 12, 2021 10:10 am","-28.524666030285","378.855","6309629","5805691.6","-7605492.2"
"SPY","1610464260000","January 12, 2021 10:11 am","-19.986018908206","378.995","6432974","6263901.1","-7549596.5"
"SPY","1610464260000","January 12, 2021 10:11 am","-18.33408644358","378.995","6431108","6308565.6","-7487650.5"
"SPY","1610464320000","January 12, 2021 10:12 am","-16.085047691024","378.945","6533934","6518750","-7569736.4"
"SPY","1610464380000","January 12, 2021 10:13 am","-16.866765450401","379.025","6615799","6562466.3","-7678337.6"
"SPY","1610464440000","January 12, 2021 10:14 am","-17.36105531644","378.97","6686222","6608668.9","-7769467.6"
"SPY","1610464500000","January 12, 2021 10:15 am","-22.98435247051","378.845","6800115","6534474.4","-8097436.8"
"SPY","1610464500000","January 12, 2021 10:15 am","-19.910979052981","378.875","6763015","6580164.2","-7926746.7"
"SPY","1610464560000","January 12, 2021 10:16 am","-22.153876713718","378.835","6861688","6620684.7","-8140814.6"
"SPY","1610464560000","January 12, 2021 10:16 am","-22.980123913118","378.87","6849638","6583505.8","-8157561.1"
"SPY","1610464620000","January 12, 2021 10:17 am","-21.769152034597","378.935","6994283","6676719.7","-8199315.8"
"SPY","1610464680000","January 12, 2021 10:18 am","-13.221351307758","379.11","7166924","7056234.7","-8003798.9"
"SPY","1610464800000","January 12, 2021 10:20 am","1.7338571730127","379.54","7693448","8111258.3","-7977864.9"
"SPY","1610464800000","January 12, 2021 10:20 am","1.2104814343982","379.56","7622430","8027464.3","-7935196.2"
"SPY","1610464860000","January 12, 2021 10:21 am","0.74733562887607","379.46","7760837","8127267.6","-8069268.1"
"SPY","1610464860000","January 12, 2021 10:21 am","0.86710716574481","379.52","7725631","8112381.3","-8045391.8"
"SPY","1610464920000","January 12, 2021 10:22 am","-1.1275722035396","379.455","7787049","8132094.4","-8219899"
"SPY","1610464980000","January 12, 2021 10:23 am","-3.2781548692717","379.515","7861340","8272873.6","-8530580.5"
"SPY","1610465040000","January 12, 2021 10:24 am","-6.2090300418248","379.51","7973983","8251281.7","-8746388.7"
"SPY","1610465100000","January 12, 2021 10:25 am","-4.0772250183658","379.505","8084349","8411075.6","-8740692.7"
"SPY","1610465100000","January 12, 2021 10:25 am","-4.4590915877361","379.485","8070895","8379794.7","-8739683.3"
"SPY","1610465160000","January 12, 2021 10:26 am","-3.4406680228168","379.565","8130860","8472910.2","-8752666.1"
"SPY","1610465160000","January 12, 2021 10:26 am","-3.5757112429486","379.485","8120432","8453218.7","-8743581.9"
"SPY","1610465220000","January 12, 2021 10:27 am","0.41659193273771","379.615","8195742","8747530","-8713387.2"
"SPY","1610465280000","January 12, 2021 10:28 am","2.802998414009","379.715","8317197","8968273.4","-8735142.5"
"SPY","1610465340000","January 12, 2021 10:29 am","0.33383289288776","379.535","8444105","8991272.5","-8963083.3"
"SPY","1610465400000","January 12, 2021 10:30 am","-5.8771237429072","379.44","8613625","9033840","-9540073.4"
"SPY","1610465400000","January 12, 2021 10:30 am","-10.130271484632","379.365","8585532","8810749.8","-9680487.5"
"SPY","1610465460000","January 12, 2021 10:31 am","-6.073706196183","379.48","8650616","9094157","-9619570"
"SPY","1610465460000","January 12, 2021 10:31 am","-5.4750548443042","379.475","8636266","9093711.1","-9566551.4"
"SPY","1610465520000","January 12, 2021 10:32 am","-8.5172444391487","379.415","8711301","9060935.7","-9802898.5"
"SPY","1610465580000","January 12, 2021 10:33 am","-9.9097780470052","379.39","8812046","9132085.8","-10005340"
"SPY","1610465640000","January 12, 2021 10:34 am","-9.5853846089552","379.415","8853434","9230574.4","-10079210.1"
"SPY","1610465700000","January 12, 2021 10:35 am","-9.5790392765975","379.4","8905914","9307890.7","-10160991.7"
"SPY","1610465700000","January 12, 2021 10:35 am","-10.494888077387","379.385","8886676","9248108","-10180754.7"
"SPY","1610465760000","January 12, 2021 10:36 am","-13.462305633315","379.325","8934916","9192680.6","-10395526.3"
"SPY","1610465760000","January 12, 2021 10:36 am","-13.469310060574","379.295","8930842","9190386.1","-10393308.9"
"SPY","1610465820000","January 12, 2021 10:37 am","-12.450519308376","379.32","8973955","9274800.7","-10392104.7"
"SPY","1610465880000","January 12, 2021 10:38 am","-9.6648416398242","379.39","9037310","9455444.2","-10328885.9"
"SPY","1610465940000","January 12, 2021 10:39 am","-9.4887040744236","379.38","9084426","9493501.8","-10355496.1"
"SPY","1610466000000","January 12, 2021 10:40 am","-11.104778797691","379.325","9142174","9474195.6","-10489413.8"
"SPY","1610466000000","January 12, 2021 10:40 am","-9.6377367935534","379.375","9125354","9529959.8","-10409437.4"
"SPY","1610466060000","January 12, 2021 10:41 am","-9.8351065414308","379.31","9164463","9594507.4","-10495842.1"
"SPY","1610466060000","January 12, 2021 10:41 am","-11.56278363882","379.35","9158875","9507069.8","-10566090.7"
"SPY","1610466120000","January 12, 2021 10:42 am","-10.256490145049","379.24","9192283","9617086.3","-10559891.9"
"SPY","1610466180000","January 12, 2021 10:43 am","-11.636483575628","379.32","9238009","9610296.1","-10685275.5"
"SPY","1610466240000","January 12, 2021 10:44 am","-8.2179376322206","379.38","9299321","9794132.1","-10558344.5"
"SPY","1610466300000","January 12, 2021 10:45 am","-22.550938821217","378.965","9464049","9377053.3","-11511285.2"
"SPY","1610466300000","January 12, 2021 10:45 am","-15.338133838247","379.135","9411510","9582375.4","-11025925.4"
"SPY","1610466360000","January 12, 2021 10:46 am","-23.969443244289","378.915","9519597","9404576.8","-11686371.2"
"SPY","1610466360000","January 12, 2021 10:46 am","-25.169568147854","378.92","9507328","9320439.6","-11713393"
"SPY","1610466420000","January 12, 2021 10:47 am","-23.487205797661","379.155","9577932","9532205.2","-11781793.8"
"SPY","1610466480000","January 12, 2021 10:48 am","-13.317154845828","379.13","9665304","10058122.1","-11345265.6"
"SPY","1610466540000","January 12, 2021 10:49 am","-10.614032200765","379.26","9753495","10740504.9","-11775744"
"SPY","1610466600000","January 12, 2021 10:50 am","-14.254732260186","379.225","10821943","10572410.9","-12115049.9"
"SPY","1610466600000","January 12, 2021 10:50 am","-12.865157427387","379.26","10804251","10608986.5","-11998970.4"
"SPY","1610466660000","January 12, 2021 10:51 am","-11.304891201621","379.335","10850851","10749705.7","-11976382.6"
"SPY","1610466660000","January 12, 2021 10:51 am","-11.536968296542","379.295","10836515","10732480.9","-11982686.2"
"SPY","1610466720000","January 12, 2021 10:52 am","-11.003150241985","379.355","10880434","10798129.8","-11995320.3"
"SPY","1610466780000","January 12, 2021 10:53 am","-11.994679927841","379.2","10946844","10817158.1","-12130197"
"SPY","1610466840000","January 12, 2021 10:54 am","-12.454343691128","379.275","10998480","10884777.9","-12254566.4"
"SPY","1610466900000","January 12, 2021 10:55 am","-14.822746602422","379.21","11105852","10859255.3","-12505447.6"
"SPY","1610466900000","January 12, 2021 10:55 am","-13.154105456398","379.265","11040563","10920679.8","-12372967.1"
"SPY","1610466960000","January 12, 2021 10:56 am","-17.640832441931","379.08","11172479","10730913.6","-12701831.9"
"SPY","1610466960000","January 12, 2021 10:56 am","-14.640201279921","379.185","11139909","10869318.4","-12500223.5"
"SPY","1610467020000","January 12, 2021 10:57 am","-16.755861111744","379.165","11227904","10842141.3","-12723473.3"
"SPY","1610467080000","January 12, 2021 10:58 am","-17.375615393546","379.13","11283430","10864648.7","-12825214.1"
"SPY","1610467140000","January 12, 2021 10:59 am","-17.474033823295","379.155","11339463","10880464.2","-12861925.8"
"SPY","1610467200000","January 12, 2021 11:00 am","-18.33421612831","378.965","11442823","10901985.2","-12999937.1"
"SPY","1610467200000","January 12, 2021 11:00 am","-19.472693783296","379.145","11405498","10815621.7","-13036579.4"
"SPY","1610467260000","January 12, 2021 11:01 am","-19.63430987021","379.105","11634413","11014280.8","-13298617.5"
"SPY","1610467260000","January 12, 2021 11:01 am","-26.023603180712","378.995","11591997","10652342.9","-13668998.2"
"SPY","1610467320000","January 12, 2021 11:02 am","-22.022651297618","378.965","11708380","10923720.6","-13502216.3"
"SPY","1610467380000","January 12, 2021 11:03 am","-21.137160488731","379.025","11773026","11022127.2","-13510610.6"
"SPY","1610467440000","January 12, 2021 11:04 am","-16.062713564661","379.235","11889549","11311674.1","-13221458.3"
"SPY","1610467500000","January 12, 2021 11:05 am","-10.376953845597","379.37","12004467","11721532.1","-12967230.1"
"SPY","1610467500000","January 12, 2021 11:05 am","-12.482007658803","379.265","11973150","11573297.6","-13067787.1"
"SPY","1610467560000","January 12, 2021 11:06 am","-8.7886739696306","379.325","12046798","11872197.1","-12930950.9"
"SPY","1610467560000","January 12, 2021 11:06 am","-8.7730245497745","379.38","12040192","11870202.9","-12926491.9"
"SPY","1610467620000","January 12, 2021 11:07 am","-9.6917773213729","379.385","12101835","11854254","-13027136.9"
"SPY","1610467680000","January 12, 2021 11:08 am","-9.1406543793324","379.385","12139167","11913315.2","-13022914.5"
"SPY","1610467740000","January 12, 2021 11:09 am","-9.9145444759225","379.365","12197105","11904796.1","-13114083.5"
"SPY","1610467800000","January 12, 2021 11:10 am","-0.86622046910408","379.675","12365524","12609479.6","-12716592.3"
"SPY","1610467800000","January 12, 2021 11:10 am","-2.4715465147327","379.59","12299372","12433328.4","-12737313.1"
