"Symbol","Timestamp","Human Time","NOPE","Stock Price","Stock Volume","Call Net Delta * Volume","Put Net Delta * Volume"
"SPY","1611325860000","January 22, 2021 9:31 am","-26.037673607989","382.275","2279633","213197.5","-806760.9"
"SPY","1611325920000","January 22, 2021 9:32 am","-28.983234776404","382.29","2623526","689325.2","-1449707.9"
"SPY","1611325980000","January 22, 2021 9:33 am","-33.511662799172","382.235","2801986","898641.8","-1837633.9"
"SPY","1611326100000","January 22, 2021 9:35 am","-47.54328652788","382.365","3072434","1378803.6","-2839539.7"
"SPY","1611326160000","January 22, 2021 9:36 am","-46.18115530411","382.375","3244531","1632536","-3130897.9"
"SPY","1611326220000","January 22, 2021 9:37 am","-41.086791387592","382.465","3358271","1848045.9","-3227851.7"
"SPY","1611326280000","January 22, 2021 9:38 am","-44.832189222977","382.43","3505198","1997566.3","-3569023.3"
"SPY","1611326340000","January 22, 2021 9:39 am","-38.442304894683","382.425","3656948","2176155.5","-3581970.6"
"SPY","1611326400000","January 22, 2021 9:40 am","-38.399256999893","382.375","3808344","2336621.4","-3798997.2"
"SPY","1611326460000","January 22, 2021 9:41 am","-42.33998991493","382.25","3982124","2434445.3","-4120476.2"
"SPY","1611326520000","January 22, 2021 9:42 am","-43.15136794671","382.355","4420969","2597705","-4505413.6"
"SPY","1611326580000","January 22, 2021 9:43 am","-41.99262460343","382.285","4552162","2768046.3","-4679618.6"
"SPY","1611326640000","January 22, 2021 9:44 am","-49.033557415295","382.315","4628366","2829354.8","-5098807.3"
"SPY","1611326700000","January 22, 2021 9:45 am","-43.928042685087","382.53","4913941","2989743.4","-5148341.5"
"SPY","1611326760000","January 22, 2021 9:46 am","-38.615399816622","382.555","5141282","3285372.8","-5270699.4"
"SPY","1611326820000","January 22, 2021 9:47 am","-26.532062047414","382.735","5351327","4069182.8","-5489000.2"
"SPY","1611326880000","January 22, 2021 9:48 am","-12.842239449794","382.855","5550792","4752215.8","-5465061.8"
"SPY","1611326940000","January 22, 2021 9:49 am","-19.274570553546","382.875","5723589","4780103.3","-5883300.5"
"SPY","1611327000000","January 22, 2021 9:50 am","-15.021207218019","382.915","5842822","5093255.7","-5970918.1"
"SPY","1611327060000","January 22, 2021 9:51 am","-11.61878454243","382.975","5963499","5448519.5","-6141405.6"
"SPY","1611327120000","January 22, 2021 9:52 am","-5.7963114740663","383.02","6100540","5854738.5","-6208344.8"
"SPY","1611327180000","January 22, 2021 9:53 am","-7.3866669601747","382.98","6178141","5994592.3","-6450951"
"SPY","1611327240000","January 22, 2021 9:54 am","-8.7422063610869","382.935","6267451","6094877.2","-6642790.7"
"SPY","1611327300000","January 22, 2021 9:55 am","-4.5397334241446","382.815","6319327","6417632.9","-6704513.5"
"SPY","1611327360000","January 22, 2021 9:56 am","-13.746391449248","382.72","6437141","6301397.3","-7186271.9"
"SPY","1611327420000","January 22, 2021 9:57 am","-12.55191674617","382.725","6522799","6446993.2","-7265729.5"
"SPY","1611327480000","January 22, 2021 9:58 am","1.1153544004666","383.06","6597607","7026327.7","-6952741"
"SPY","1611327540000","January 22, 2021 9:59 am","4.9248964878168","383.065","6700419","7314986.8","-6984998.1"
"SPY","1611327600000","January 22, 2021 10:00 am","1.9167237578881","382.975","6780085","7341648.9","-7211693.4"
"SPY","1611327660000","January 22, 2021 10:01 am","11.688770237562","383.135","7024129","7942073.2","-7121038.9"
"SPY","1611327720000","January 22, 2021 10:02 am","10.148475344178","383.105","7118623","8062266.3","-7339834.6"
"SPY","1611327780000","January 22, 2021 10:03 am","14.128992382586","383.205","7219248","8388560.3","-7368553.3"
"SPY","1611327840000","January 22, 2021 10:04 am","9.6163504998042","383.125","7370686","8370801.8","-7662010.8"
"SPY","1611327900000","January 22, 2021 10:05 am","6.8711923815177","383.095","7441167","8375040.5","-7863743.6"
"SPY","1611327960000","January 22, 2021 10:06 am","11.863560470151","383.2","7494954","8678630.4","-7789462"
"SPY","1611328020000","January 22, 2021 10:07 am","4.7552623303873","383.06","7571883","8502978","-8142915.1"
"SPY","1611328080000","January 22, 2021 10:08 am","5.2873664161869","383.11","7617783","8636533.3","-8233753.2"
"SPY","1611328140000","January 22, 2021 10:09 am","12.561635593779","383.235","7951412","9043305.8","-8044478.4"
"SPY","1611328200000","January 22, 2021 10:10 am","14.917494969039","383.265","8046176","9310740.3","-8110452.4"
"SPY","1611328260000","January 22, 2021 10:11 am","4.2092097271222","383.025","8378511","9012311.5","-8659642.4"
"SPY","1611328320000","January 22, 2021 10:12 am","-1.0308504218052","382.965","8500370","8899772.5","-8987398.6"
"SPY","1611328380000","January 22, 2021 10:13 am","-8.2939297956694","382.835","8600666","8754117","-9467450.2"
"SPY","1611328440000","January 22, 2021 10:14 am","-9.5948946418044","382.825","8648639","8847228.1","-9677055.9"
"SPY","1611328500000","January 22, 2021 10:15 am","-6.3366460858551","382.91","8727385","9127790.5","-9680814"
"SPY","1611328560000","January 22, 2021 10:16 am","-9.1393241746335","382.975","8828109","9076469.7","-9883299.2"
"SPY","1611328620000","January 22, 2021 10:17 am","-3.3714167346027","382.995","8916483","9407292.8","-9707904.6"
"SPY","1611328680000","January 22, 2021 10:18 am","-1.6620802117121","382.97","8969164","9527501.5","-9676576.2"
"SPY","1611328740000","January 22, 2021 10:19 am","-6.2475338124455","382.94","9269368","9440184.3","-10019291.2"
"SPY","1611328800000","January 22, 2021 10:20 am","-10.087962337337","382.895","9316601","9317875.2","-10257730.4"
"SPY","1611328860000","January 22, 2021 10:21 am","-11.631722839913","382.915","9413823","9419940.6","-10514930.4"
"SPY","1611328920000","January 22, 2021 10:22 am","-13.663046014329","382.685","9519187","9529990.5","-10830601.4"
"SPY","1611328980000","January 22, 2021 10:23 am","-26.502995326947","382.57","9927130","9101488.6","-11732475.4"
"SPY","1611329040000","January 22, 2021 10:24 am","-23.087977054174","382.63","10024307","9438984.1","-11753393.8"
"SPY","1611329100000","January 22, 2021 10:25 am","-24.67589472884","382.56","10116389","9480923.6","-11977233.1"
"SPY","1611329160000","January 22, 2021 10:26 am","-23.090966929131","382.605","10719555","9676962.8","-12152211.7"
"SPY","1611329220000","January 22, 2021 10:27 am","-28.460810326331","382.425","11622947","9504522","-12812506.9"
"SPY","1611329280000","January 22, 2021 10:28 am","-29.153975401687","382.365","11718690","9629041","-13045505"
"SPY","1611329340000","January 22, 2021 10:29 am","-45.941943131427","381.985","11966715","9098480.4","-14596221.8"
"SPY","1611329400000","January 22, 2021 10:30 am","-38.657929033052","382.135","12098928","9852764.2","-14529959.2"
"SPY","1611329460000","January 22, 2021 10:31 am","-29.346049969104","382.48","12254132","10697507.4","-14293611.1"
"SPY","1611329520000","January 22, 2021 10:32 am","-28.197763099229","382.435","12358170","10863959.2","-14348686.7"
"SPY","1611329580000","January 22, 2021 10:33 am","-30.083193735335","382.415","12441081","10840107.8","-14582782.3"
"SPY","1611329640000","January 22, 2021 10:34 am","-27.476340585808","382.435","12536870","11092377.2","-14537050.3"
"SPY","1611329700000","January 22, 2021 10:35 am","-40.266860960539","382.275","12714074","10463101.6","-15582660.1"
