date_date,Ticker,Share_Volume,Call_Delta,Put_Delta,Call_Volume,Put_Volume,Total_Option_Delta,NOPE,NOPE_MAD,uniqueKey,ticker,date,open,high,low,close,adjustedClose,volume,nextDay_date,nextDay_open,nextDay_high,nextDay_low,nextDay_close,nextDay_adjClose,nextDay_volume,isDayBeforeExDiv,Min2Day_date,Min3Day_date,Min5Day_date,Min14Day_date,Min30Day_date,Min2Day_closeLow,Min3Day_closeLow,Min5Day_closeLow,Min14Day_closeLow,Min30Day_closeLow,Min2Day_%diff,Min3Day_%diff,Min5Day_%diff,Min14Day_%diff,Min30Day_%diff
1/25/18,SPY,84587300,41742512,-32618108,1193848,1457038,9124404,10.787,-0.9063,SPY2018-01-25,SPY,1/25/18 0:00,284.160004,284.269989,282.399994,283.299988,268.992096,84587300,1/26/18 0:00,284.25,286.630005,283.959991,286.579987,272.106415,107743100,FALSE,1/29/18 0:00,1/30/18 0:00,2/1/18 0:00,2/8/18 0:00,2/8/18 0:00,284.679993,281.76001,281.579987,257.630005,257.630005,0.487%,-0.544%,-0.607%,-9.061%,-9.061%
1/26/18,SPY,107743100,90399988,-33599365,1908345,2338816,56800623,52.7186,2.5953,SPY2018-01-26,SPY,1/26/18 0:00,284.25,286.630005,283.959991,286.579987,272.106415,107743100,1/29/18 0:00,285.929993,286.429993,284.5,284.679993,270.302399,90118300,FALSE,1/30/18 0:00,1/30/18 0:00,2/2/18 0:00,2/8/18 0:00,2/8/18 0:00,281.76001,281.76001,275.450012,257.630005,257.630005,-1.682%,-1.682%,-3.884%,-10.102%,-10.102%
1/29/18,SPY,90118300,43221218,-47258873,1337274,1902515,-4037654,-4.4804,-2.0814,SPY2018-01-29,SPY,1/29/18 0:00,285.929993,286.429993,284.5,284.679993,270.302399,90118300,1/30/18 0:00,282.600006,284.73999,281.220001,281.76001,267.529877,131796400,FALSE,1/30/18 0:00,2/1/18 0:00,2/5/18 0:00,2/8/18 0:00,2/8/18 0:00,281.76001,281.579987,263.929993,257.630005,257.630005,-1.026%,-1.089%,-7.289%,-9.502%,-9.502%
1/30/18,SPY,131796400,43829098,-58764935,1577152,2822923,-14935836,-11.3325,-2.5061,SPY2018-01-30,SPY,1/30/18 0:00,282.600006,284.73999,281.220001,281.76001,267.529877,131796400,1/31/18 0:00,282.730011,283.299988,280.679993,281.899994,267.662811,108364800,FALSE,2/1/18 0:00,2/2/18 0:00,2/5/18 0:00,2/8/18 0:00,2/8/18 0:00,281.579987,275.450012,263.929993,257.630005,257.630005,-0.064%,-2.239%,-6.328%,-8.564%,-8.564%
1/31/18,SPY,108364800,46475061,-55769231,1407502,2057572,-9294169,-8.5767,-2.1245,SPY2018-01-31,SPY,1/31/18 0:00,282.730011,283.299988,280.679993,281.899994,267.662811,108364800,2/1/18 0:00,281.070007,283.059998,280.679993,281.579987,267.358917,90102500,FALSE,2/2/18 0:00,2/5/18 0:00,2/5/18 0:00,2/8/18 0:00,2/8/18 0:00,275.450012,263.929993,263.929993,257.630005,257.630005,-2.288%,-6.375%,-6.375%,-8.609%,-8.609%
2/1/18,SPY,90102500,35136299,-43970326,1263826,1641829,-8834026,-9.8044,-2.113,SPY2018-02-01,SPY,2/1/18 0:00,281.070007,283.059998,280.679993,281.579987,267.358917,90102500,2/2/18 0:00,280.079987,280.230011,275.410004,275.450012,261.538574,173174800,FALSE,2/5/18 0:00,2/5/18 0:00,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,263.929993,263.929993,257.630005,257.630005,257.630005,-6.268%,-6.268%,-8.506%,-8.506%,-8.506%
2/2/18,SPY,173174800,45860095,-179343371,2910420,4257116,-133483275,-77.0801,-6.3543,SPY2018-02-02,SPY,2/2/18 0:00,280.079987,280.230011,275.410004,275.450012,261.538574,173174800,2/5/18 0:00,273.450012,275.850006,263.309998,263.929993,250.600327,294681800,FALSE,2/5/18 0:00,2/5/18 0:00,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,263.929993,263.929993,257.630005,257.630005,257.630005,-4.182%,-4.182%,-6.469%,-6.469%,-6.469%
2/5/18,SPY,294681800,46996363,-220386345,3045127,5241477,-173389982,-58.8397,-5.1129,SPY2018-02-05,SPY,2/5/18 0:00,273.450012,275.850006,263.309998,263.929993,250.600327,294681800,2/6/18 0:00,259.940002,269.700012,258.700012,269.130005,255.537796,355026800,FALSE,2/7/18 0:00,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,267.670013,257.630005,257.630005,257.630005,257.630005,1.417%,-2.387%,-2.387%,-2.387%,-2.387%
2/6/18,SPY,355026800,98168879,-95967529,3238502,4187702,2201350,0.6201,-0.9366,SPY2018-02-06,SPY,2/6/18 0:00,259.940002,269.700012,258.700012,269.130005,255.537796,355026800,2/7/18 0:00,268.5,272.359985,267.579987,267.670013,254.151489,167376100,FALSE,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,257.630005,257.630005,257.630005,257.630005,257.630005,-4.273%,-4.273%,-4.273%,-4.273%,-4.273%
2/7/18,SPY,167376100,43443375,-96421103,2006369,2949547,-52977727,-31.6519,-2.8588,SPY2018-02-07,SPY,2/7/18 0:00,268.5,272.359985,267.579987,267.670013,254.151489,167376100,2/8/18 0:00,268.01001,268.170013,257.589996,257.630005,244.618561,246449500,FALSE,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,2/8/18 0:00,257.630005,257.630005,257.630005,257.630005,257.630005,-3.751%,-3.751%,-3.751%,-3.751%,-3.751%
2/8/18,SPY,246449500,32049895,-133732841,1889780,2953409,-101682945,-41.2591,-2.9787,SPY2018-02-08,SPY,2/8/18 0:00,268.01001,268.170013,257.589996,257.630005,244.618561,246449500,2/9/18 0:00,260.799988,263.609985,252.919998,261.5,248.293091,283565300,FALSE,2/9/18 0:00,2/9/18 0:00,2/9/18 0:00,2/9/18 0:00,3/23/18 0:00,261.5,261.5,261.5,261.5,258.049988,1.502%,1.502%,1.502%,1.502%,0.163%
2/9/18,SPY,283565300,81561071,-89234400,2288075,3513251,-7673328,-2.706,-0.8324,SPY2018-02-09,SPY,2/9/18 0:00,260.799988,263.609985,252.919998,261.5,248.293091,283565300,2/12/18 0:00,263.829987,267.01001,261.660004,265.339996,251.939163,143736000,FALSE,2/12/18 0:00,2/12/18 0:00,2/12/18 0:00,2/12/18 0:00,3/23/18 0:00,265.339996,265.339996,265.339996,265.339996,258.049988,1.468%,1.468%,1.468%,1.468%,-1.319%
2/12/18,SPY,143736000,57623582,-57348595,2881927,2321841,274987,0.1913,-0.6293,SPY2018-02-12,SPY,2/12/18 0:00,263.829987,267.01001,261.660004,265.339996,251.939163,143736000,2/13/18 0:00,263.970001,266.619995,263.309998,266,252.565857,81223600,FALSE,2/13/18 0:00,2/13/18 0:00,2/13/18 0:00,2/13/18 0:00,3/23/18 0:00,266,266,266,266,258.049988,0.249%,0.249%,0.249%,0.249%,-2.747%
2/13/18,SPY,81223600,37376274,-46493604,1228811,1997385,-9117329,-11.225,-1.0977,SPY2018-02-13,SPY,2/13/18 0:00,263.970001,266.619995,263.309998,266,252.565857,81223600,2/14/18 0:00,264.309998,270,264.299988,269.589996,255.974503,120735700,FALSE,2/14/18 0:00,2/14/18 0:00,2/14/18 0:00,3/1/18 0:00,3/23/18 0:00,269.589996,269.589996,269.589996,267.700012,258.049988,1.350%,1.350%,1.350%,0.639%,-2.989%
2/14/18,SPY,120735700,77919906,-47448321,1966805,2897257,30471585,25.2383,0.6537,SPY2018-02-14,SPY,2/14/18 0:00,264.309998,270,264.299988,269.589996,255.974503,120735700,2/15/18 0:00,271.570007,273.040009,268.769989,273.029999,259.240784,111200300,FALSE,2/15/18 0:00,2/20/18 0:00,2/21/18 0:00,3/1/18 0:00,3/23/18 0:00,273.029999,271.399994,270.049988,267.700012,258.049988,1.276%,0.671%,0.171%,-0.701%,-4.281%
2/15/18,SPY,111200300,85283776,-59769413,2185571,2858044,25514362,22.9445,0.4356,SPY2018-02-15,SPY,2/15/18 0:00,271.570007,273.040009,268.769989,273.029999,259.240784,111200300,2/16/18 0:00,272.320007,275.320007,272.269989,273.109985,259.316742,160420100,FALSE,2/20/18 0:00,2/21/18 0:00,2/21/18 0:00,3/1/18 0:00,4/2/18 0:00,271.399994,270.049988,270.049988,267.700012,257.470001,-0.597%,-1.091%,-1.091%,-1.952%,-5.699%
2/16/18,SPY,160420100,71279783,-73445232,2132538,3013843,-2165449,-1.3499,-0.7014,SPY2018-02-16,SPY,2/16/18 0:00,272.320007,275.320007,272.269989,273.109985,259.316742,160420100,2/20/18 0:00,272.029999,273.670013,270.5,271.399994,257.693054,86369700,FALSE,2/21/18 0:00,2/21/18 0:00,2/21/18 0:00,3/1/18 0:00,4/2/18 0:00,270.049988,270.049988,270.049988,267.700012,257.470001,-1.120%,-1.120%,-1.120%,-1.981%,-5.727%
2/20/18,SPY,86369700,34509683,-44045081,1113346,1781274,-9535398,-11.0402,-1.2188,SPY2018-02-20,SPY,2/20/18 0:00,272.029999,273.670013,270.5,271.399994,257.693054,86369700,2/21/18 0:00,271.899994,274.720001,269.940002,270.049988,256.411285,98883700,FALSE,2/21/18 0:00,2/21/18 0:00,2/21/18 0:00,3/1/18 0:00,4/2/18 0:00,270.049988,270.049988,270.049988,267.700012,257.470001,-0.497%,-0.497%,-0.497%,-1.363%,-5.133%
2/21/18,SPY,98883700,28334267,-89380209,1546314,2294535,-61045941,-61.7351,-3.9349,SPY2018-02-21,SPY,2/21/18 0:00,271.899994,274.720001,269.940002,270.049988,256.411285,98883700,2/22/18 0:00,271.100006,273.049988,269.640015,270.399994,256.743591,110511300,FALSE,2/22/18 0:00,2/22/18 0:00,2/22/18 0:00,3/1/18 0:00,4/2/18 0:00,270.399994,270.399994,270.399994,267.700012,257.470001,0.130%,0.130%,0.130%,-0.870%,-4.658%
2/22/18,SPY,110511300,34329488,-70265504,1417629,2187386,-35936015,-32.518,-1.3922,SPY2018-02-22,SPY,2/22/18 0:00,271.100006,273.049988,269.640015,270.399994,256.743591,110511300,2/23/18 0:00,271.790009,274.709991,271.25,274.709991,260.835907,92766400,FALSE,2/23/18 0:00,2/27/18 0:00,3/1/18 0:00,3/1/18 0:00,4/2/18 0:00,274.709991,274.429993,267.700012,267.700012,257.470001,1.594%,1.490%,-0.999%,-0.999%,-4.782%
2/23/18,SPY,92766400,77775031,-31351897,1706964,2503100,46423134,50.043,2.0415,SPY2018-02-23,SPY,2/23/18 0:00,271.790009,274.709991,271.25,274.709991,260.835907,92766400,2/26/18 0:00,275.929993,278.01001,275.26001,277.899994,263.864807,86491400,FALSE,2/27/18 0:00,2/28/18 0:00,3/1/18 0:00,3/1/18 0:00,4/2/18 0:00,274.429993,271.649994,267.700012,267.700012,257.470001,-0.102%,-1.114%,-2.552%,-2.552%,-6.276%
2/26/18,SPY,86491400,69255349,-35973709,1609450,2312926,33281640,38.4797,1.5752,SPY2018-02-26,SPY,2/26/18 0:00,275.929993,278.01001,275.26001,277.899994,263.864807,86491400,2/27/18 0:00,278.109985,278.920013,274.359985,274.429993,260.570068,99099200,FALSE,2/28/18 0:00,3/1/18 0:00,3/1/18 0:00,3/1/18 0:00,4/2/18 0:00,271.649994,267.700012,267.700012,267.700012,257.470001,-2.249%,-3.670%,-3.670%,-3.670%,-7.352%
2/27/18,SPY,99099200,41308340,-75674349,1896007,2404819,-34366009,-34.6784,-1.3752,SPY2018-02-27,SPY,2/27/18 0:00,278.109985,278.920013,274.359985,274.429993,260.570068,99099200,2/28/18 0:00,275.679993,276.190002,271.290009,271.649994,257.93045,121907800,FALSE,3/1/18 0:00,3/1/18 0:00,3/1/18 0:00,3/1/18 0:00,4/2/18 0:00,267.700012,267.700012,267.700012,267.700012,257.470001,-2.452%,-2.452%,-2.452%,-2.452%,-6.180%
2/28/18,SPY,121907800,27222908,-96751029,1630320,2295231,-69528120,-57.0334,-2.1059,SPY2018-02-28,SPY,2/28/18 0:00,275.679993,276.190002,271.290009,271.649994,257.93045,121907800,3/1/18 0:00,271.410004,273.170013,266,267.700012,254.179993,176855100,FALSE,3/1/18 0:00,3/1/18 0:00,3/1/18 0:00,3/1/18 0:00,4/2/18 0:00,267.700012,267.700012,267.700012,267.700012,257.470001,-1.454%,-1.454%,-1.454%,-1.454%,-5.220%
3/1/18,SPY,176855100,52555317,-136944669,2589433,3947314,-84389351,-47.7167,-1.655,SPY2018-03-01,SPY,3/1/18 0:00,271.410004,273.170013,266,267.700012,254.179993,176855100,3/2/18 0:00,265.799988,269.720001,264.820007,269.079987,255.490311,139083200,FALSE,3/2/18 0:00,3/2/18 0:00,3/2/18 0:00,3/2/18 0:00,4/2/18 0:00,269.079987,269.079987,269.079987,269.079987,257.470001,0.515%,0.515%,0.515%,0.515%,-3.821%
3/2/18,SPY,139083200,79749993,-57610100,1949401,3448162,22139892,15.9185,0.6859,SPY2018-03-02,SPY,3/2/18 0:00,265.799988,269.720001,264.820007,269.079987,255.490311,139083200,3/5/18 0:00,267.730011,272.890015,267.609985,272.190002,258.443237,97307400,FALSE,3/5/18 0:00,3/5/18 0:00,3/5/18 0:00,3/22/18 0:00,4/2/18 0:00,272.190002,272.190002,272.190002,263.670013,257.470001,1.156%,1.156%,1.156%,-2.011%,-4.315%
3/5/18,SPY,97307400,68421163,-33543770,1700913,2064485,34877392,35.8425,1.3864,SPY2018-03-05,SPY,3/5/18 0:00,267.730011,272.890015,267.609985,272.190002,258.443237,97307400,3/6/18 0:00,273.299988,273.390015,271.179993,272.880005,259.098389,79213200,FALSE,3/7/18 0:00,3/7/18 0:00,3/7/18 0:00,3/23/18 0:00,4/2/18 0:00,272.779999,272.779999,272.779999,258.049988,257.470001,0.217%,0.217%,0.217%,-5.195%,-5.408%
3/6/18,SPY,79213200,36552363,-37400442,1120112,1686687,-848078,-1.0706,0.0887,SPY2018-03-06,SPY,3/6/18 0:00,273.299988,273.390015,271.179993,272.880005,259.098389,79213200,3/7/18 0:00,270.420013,273.179993,270.200012,272.779999,259.003418,87063500,FALSE,3/7/18 0:00,3/7/18 0:00,3/7/18 0:00,3/23/18 0:00,4/2/18 0:00,272.779999,272.779999,272.779999,258.049988,257.470001,-0.037%,-0.037%,-0.037%,-5.435%,-5.647%
3/7/18,SPY,87063500,58583930,-38427789,1375009,2181940,20156141,23.1511,0.9797,SPY2018-03-07,SPY,3/7/18 0:00,270.420013,273.179993,270.200012,272.779999,259.003418,87063500,3/8/18 0:00,273.549988,274.23999,272.420013,274.100006,260.256805,66901200,FALSE,3/8/18 0:00,3/8/18 0:00,3/8/18 0:00,3/23/18 0:00,4/2/18 0:00,274.100006,274.100006,274.100006,258.049988,257.470001,0.484%,0.484%,0.484%,-5.400%,-5.613%
3/8/18,SPY,66901200,44874645,-36251860,1379805,1644467,8622784,12.8888,0.6187,SPY2018-03-08,SPY,3/8/18 0:00,273.549988,274.23999,272.420013,274.100006,260.256805,66901200,3/9/18 0:00,275.700012,278.869995,275.339996,278.869995,264.785858,113625300,FALSE,3/12/18 0:00,3/13/18 0:00,3/15/18 0:00,3/23/18 0:00,4/2/18 0:00,278.519989,276.720001,275,258.049988,257.470001,1.613%,0.956%,0.328%,-5.856%,-6.067%
3/9/18,SPY,113625300,118000118,-32570837,2344168,2774075,85429280,75.1851,2.957,SPY2018-03-09,SPY,3/9/18 0:00,275.700012,278.869995,275.339996,278.869995,264.785858,113625300,3/12/18 0:00,279.200012,279.910004,278.079987,278.519989,264.453461,71924800,FALSE,3/13/18 0:00,3/14/18 0:00,3/16/18 0:00,3/23/18 0:00,4/2/18 0:00,276.720001,275.299988,274.200012,258.049988,257.470001,-0.771%,-1.280%,-1.675%,-7.466%,-7.674%
3/12/18,SPY,71924800,49586865,-38038991,1469555,1907718,11547874,16.0555,0.7171,SPY2018-03-12,SPY,3/12/18 0:00,279.200012,279.910004,278.079987,278.519989,264.453461,71924800,3/13/18 0:00,279.839996,280.410004,276.029999,276.720001,262.744446,91968900,FALSE,3/14/18 0:00,3/15/18 0:00,3/19/18 0:00,4/2/18 0:00,4/2/18 0:00,275.299988,275,270.48999,257.470001,257.470001,-1.156%,-1.264%,-2.883%,-7.558%,-7.558%
3/13/18,SPY,91968900,46292994,-74009470,1813210,2267550,-27716475,-30.1368,-0.9963,SPY2018-03-13,SPY,3/13/18 0:00,279.839996,280.410004,276.029999,276.720001,262.744446,91968900,3/14/18 0:00,277.809998,278.019989,274.670013,275.299988,261.396149,105895100,FALSE,3/15/18 0:00,3/16/18 0:00,3/19/18 0:00,4/2/18 0:00,4/2/18 0:00,275,274.200012,270.48999,257.470001,257.470001,-0.622%,-0.911%,-2.251%,-6.956%,-6.956%
3/14/18,SPY,105895100,43665351,-70258658,1720678,2392637,-26593306,-25.1129,-0.7363,SPY2018-03-14,SPY,3/14/18 0:00,277.809998,278.019989,274.670013,275.299988,261.396149,105895100,3/15/18 0:00,275.880005,276.609985,274.429993,275,261.111267,83433000,FALSE,3/16/18 0:00,3/19/18 0:00,3/21/18 0:00,4/2/18 0:00,4/2/18 0:00,274.200012,270.48999,270.429993,257.470001,257.470001,-0.400%,-1.747%,-1.769%,-6.477%,-6.477%
3/15/18,SPY,83433000,60565514,-41896011,1638433,1836566,18669502,22.3766,1.0595,SPY2018-03-15,SPY,3/15/18 0:00,275.880005,276.609985,274.429993,275,261.111267,83433000,3/16/18 0:00,274.5,275.390015,274.140015,274.200012,261.39444,100343700,TRUE,3/19/18 0:00,3/19/18 0:00,3/22/18 0:00,4/2/18 0:00,4/2/18 0:00,270.48999,270.48999,263.670013,257.470001,257.470001,-1.640%,-1.640%,-4.120%,-6.375%,-6.375%
3/16/18,SPY,100343700,43244888,-46850822,1415934,2212730,-3605933,-3.5936,-0.0597,SPY2018-03-16,SPY,3/16/18 0:00,274.5,275.390015,274.140015,274.200012,261.39444,100343700,3/19/18 0:00,273.350006,274.399994,268.619995,270.48999,257.857666,109208400,FALSE,3/19/18 0:00,3/21/18 0:00,3/23/18 0:00,4/2/18 0:00,4/2/18 0:00,270.48999,270.429993,258.049988,257.470001,257.470001,-1.353%,-1.375%,-5.890%,-6.101%,-6.101%
3/19/18,SPY,109208400,55205561,-82802661,1918270,3328676,-27597100,-25.2701,-0.8863,SPY2018-03-19,SPY,3/19/18 0:00,273.350006,274.399994,268.619995,270.48999,257.857666,109208400,3/20/18 0:00,270.940002,271.670013,270.179993,270.950012,258.296173,59757300,FALSE,3/21/18 0:00,3/22/18 0:00,3/23/18 0:00,4/2/18 0:00,4/2/18 0:00,270.429993,263.670013,258.049988,257.470001,257.470001,-0.022%,-2.521%,-4.599%,-4.813%,-4.813%
3/20/18,SPY,59757300,31711001,-31622306,1112815,1429443,88694,0.1484,0.0868,SPY2018-03-20,SPY,3/20/18 0:00,270.940002,271.670013,270.179993,270.950012,258.296173,59757300,3/21/18 0:00,270.899994,273.269989,270.190002,270.429993,257.800476,78709600,FALSE,3/22/18 0:00,3/23/18 0:00,3/23/18 0:00,4/2/18 0:00,4/2/18 0:00,263.670013,258.049988,258.049988,257.470001,257.470001,-2.687%,-4.761%,-4.761%,-4.975%,-4.975%
