date_date,Ticker,Share_Volume,Call_Delta,Put_Delta,Call_Volume,Put_Volume,Total_Option_Delta,NOPE,NOPE_MAD,uniqueKey,ticker,date,open,high,low,close,adjustedClose,volume,nextDay_date,nextDay_open,nextDay_high,nextDay_low,nextDay_close,nextDay_adjClose,nextDay_volume,isDayBeforeExDiv,Min2Day_date,Min3Day_date,Min5Day_date,Min14Day_date,Min30Day_date,Min2Day_closeLow,Min3Day_closeLow,Min5Day_closeLow,Min14Day_closeLow,Min30Day_closeLow,Min2Day_%diff,Min3Day_%diff,Min5Day_%diff,Min14Day_%diff,Min30Day_%diff
6/21/18,SPY,71061400,24885130,-42978496,1028379,1305795,-18093366,-25.4616,-1.9377,SPY2018-06-21,SPY,6/21/18 0:00,275.959991,275.980011,273.679993,274.23999,262.606476,71061400,6/22/18 0:00,275.660004,275.790009,274.48999,274.73999,263.085266,54898500,FALSE,6/25/18 0:00,6/25/18 0:00,6/27/18 0:00,6/27/18 0:00,6/27/18 0:00,271,271,269.350006,269.350006,269.350006,-1.181%,-1.181%,-1.783%,-1.783%,-1.783%
6/22/18,SPY,54898500,24296174,-30726831,803501,1037862,-6430656,-11.7137,-0.884,SPY2018-06-22,SPY,6/22/18 0:00,275.660004,275.790009,274.48999,274.73999,263.085266,54898500,6/25/18 0:00,273.440002,273.619995,269.100006,271,259.503906,137854200,FALSE,6/25/18 0:00,6/27/18 0:00,6/27/18 0:00,6/27/18 0:00,6/27/18 0:00,271,269.350006,269.350006,269.350006,269.350006,-1.361%,-1.962%,-1.962%,-1.962%,-1.962%
6/25/18,SPY,137854200,55243986,-77214075,1755505,2641768,-21970089,-15.9372,-1.1119,SPY2018-06-25,SPY,6/25/18 0:00,273.440002,273.619995,269.100006,271,259.503906,137854200,6/26/18 0:00,271.640015,272.559998,270.790009,271.600006,260.078461,68547400,FALSE,6/27/18 0:00,6/27/18 0:00,6/27/18 0:00,6/27/18 0:00,6/27/18 0:00,269.350006,269.350006,269.350006,269.350006,269.350006,-0.609%,-0.609%,-0.609%,-0.609%,-0.609%
6/26/18,SPY,68547400,28576265,-29410888,823125,1262657,-834623,-1.2176,-0.1836,SPY2018-06-26,SPY,6/26/18 0:00,271.640015,272.559998,270.790009,271.600006,260.078461,68547400,6/27/18 0:00,272.26001,273.869995,269.179993,269.350006,257.92392,105110700,FALSE,6/27/18 0:00,6/27/18 0:00,6/27/18 0:00,6/27/18 0:00,6/27/18 0:00,269.350006,269.350006,269.350006,269.350006,269.350006,-0.828%,-0.828%,-0.828%,-0.828%,-0.828%
6/27/18,SPY,105110700,30240922,-85159754,1177270,2045002,-54918832,-52.2486,-3.5976,SPY2018-06-27,SPY,6/27/18 0:00,272.26001,273.869995,269.179993,269.350006,257.92392,105110700,6/28/18 0:00,269.290009,271.75,268.48999,270.890015,259.398621,76650500,FALSE,6/28/18 0:00,6/28/18 0:00,6/28/18 0:00,6/28/18 0:00,6/28/18 0:00,270.890015,270.890015,270.890015,270.890015,270.890015,0.572%,0.572%,0.572%,0.572%,0.572%
6/28/18,SPY,76650500,35214327,-35605610,867402,1507799,-391283,-0.5105,-0.1625,SPY2018-06-28,SPY,6/28/18 0:00,269.290009,271.75,268.48999,270.890015,259.398621,76650500,6/29/18 0:00,272.119995,273.660004,271.149994,271.279999,259.772064,97592500,FALSE,6/29/18 0:00,7/3/18 0:00,7/3/18 0:00,7/3/18 0:00,7/3/18 0:00,271.279999,270.899994,270.899994,270.899994,270.899994,0.144%,0.004%,0.004%,0.004%,0.004%
6/29/18,SPY,97592500,22725012,-48299275,909143,1700843,-25574263,-26.2052,-1.8331,SPY2018-06-29,SPY,6/29/18 0:00,272.119995,273.660004,271.149994,271.279999,259.772064,97592500,7/2/18 0:00,269.51001,272.040009,269.23999,271.859985,260.327454,63554800,FALSE,7/3/18 0:00,7/3/18 0:00,7/3/18 0:00,7/3/18 0:00,7/3/18 0:00,270.899994,270.899994,270.899994,270.899994,270.899994,-0.140%,-0.140%,-0.140%,-0.140%,-0.140%
7/2/18,SPY,63554800,35162634,-33570470,925868,1472724,1592164,2.5052,0.0641,SPY2018-07-02,SPY,7/2/18 0:00,269.51001,272.040009,269.23999,271.859985,260.327454,63554800,7/3/18 0:00,272.869995,272.980011,270.420013,270.899994,259.408142,42187100,FALSE,7/3/18 0:00,7/3/18 0:00,7/3/18 0:00,7/3/18 0:00,7/3/18 0:00,270.899994,270.899994,270.899994,270.899994,270.899994,-0.353%,-0.353%,-0.353%,-0.353%,-0.353%
7/3/18,SPY,42187100,15923258,-54860097,620362,1140568,-38936838,-92.2956,-5.5038,SPY2018-07-03,SPY,7/3/18 0:00,272.869995,272.980011,270.420013,270.899994,259.408142,42187100,7/5/18 0:00,272.170013,273.179993,270.959991,273.109985,261.524384,56925900,FALSE,7/5/18 0:00,7/5/18 0:00,7/5/18 0:00,7/5/18 0:00,7/5/18 0:00,273.109985,273.109985,273.109985,273.109985,273.109985,0.816%,0.816%,0.816%,0.816%,0.816%
7/5/18,SPY,56925900,28886161,-26596954,788781,1124318,2289206,4.0214,0.1443,SPY2018-07-05,SPY,7/5/18 0:00,272.170013,273.179993,270.959991,273.109985,261.524384,56925900,7/6/18 0:00,273.140015,275.839996,272.709991,275.420013,263.73642,66493700,FALSE,7/6/18 0:00,7/6/18 0:00,7/6/18 0:00,7/6/18 0:00,7/6/18 0:00,275.420013,275.420013,275.420013,275.420013,275.420013,0.846%,0.846%,0.846%,0.846%,0.846%
7/6/18,SPY,66493700,41288609,-32860939,991428,1587086,8427670,12.6744,0.6086,SPY2018-07-06,SPY,7/6/18 0:00,273.140015,275.839996,272.709991,275.420013,263.73642,66493700,7/9/18 0:00,276.549988,277.959991,276.5,277.899994,266.111237,50550400,FALSE,7/9/18 0:00,7/11/18 0:00,7/11/18 0:00,7/11/18 0:00,7/11/18 0:00,277.899994,276.859985,276.859985,276.859985,276.859985,0.900%,0.523%,0.523%,0.523%,0.523%
7/9/18,SPY,50550400,37810027,-25939362,965055,1414762,11870664,23.4828,1.4116,SPY2018-07-09,SPY,7/9/18 0:00,276.549988,277.959991,276.5,277.899994,266.111237,50550400,7/10/18 0:00,278.410004,279.01001,278.079987,278.899994,267.068787,51966800,FALSE,7/11/18 0:00,7/11/18 0:00,7/11/18 0:00,7/11/18 0:00,7/11/18 0:00,276.859985,276.859985,276.859985,276.859985,276.859985,-0.374%,-0.374%,-0.374%,-0.374%,-0.374%
7/10/18,SPY,51966800,31591580,-28480232,984845,1344157,3111348,5.9872,0.2192,SPY2018-07-10,SPY,7/10/18 0:00,278.410004,279.01001,278.079987,278.899994,267.068787,51966800,7/11/18 0:00,277.149994,278.040009,276.519989,276.859985,265.115326,77054700,FALSE,7/11/18 0:00,7/11/18 0:00,7/11/18 0:00,7/11/18 0:00,7/11/18 0:00,276.859985,276.859985,276.859985,276.859985,276.859985,-0.731%,-0.731%,-0.731%,-0.731%,-0.731%
7/11/18,SPY,77054700,27158678,-51915448,948322,1649562,-24756770,-32.1288,-2.0835,SPY2018-07-11,SPY,7/11/18 0:00,277.149994,278.040009,276.519989,276.859985,265.115326,77054700,7/12/18 0:00,278.279999,279.429993,277.600006,279.369995,267.518829,60124700,FALSE,7/12/18 0:00,7/16/18 0:00,7/16/18 0:00,7/16/18 0:00,7/16/18 0:00,279.369995,279.339996,279.339996,279.339996,279.339996,0.907%,0.896%,0.896%,0.896%,0.896%
7/12/18,SPY,60124700,37831159,-25764755,926836,1245115,12066404,20.069,1.0228,SPY2018-07-12,SPY,7/12/18 0:00,278.279999,279.429993,277.600006,279.369995,267.518829,60124700,7/13/18 0:00,279.170013,279.929993,278.660004,279.589996,267.729492,48216000,FALSE,7/16/18 0:00,7/16/18 0:00,7/16/18 0:00,7/16/18 0:00,7/16/18 0:00,279.339996,279.339996,279.339996,279.339996,279.339996,-0.011%,-0.011%,-0.011%,-0.011%,-0.011%
7/13/18,SPY,48216000,32589070,-26764733,894389,1267695,5824336,12.0797,0.5623,SPY2018-07-13,SPY,7/13/18 0:00,279.170013,279.929993,278.660004,279.589996,267.729492,48216000,7/16/18 0:00,279.640015,279.799988,278.839996,279.339996,267.490143,48201000,FALSE,7/16/18 0:00,7/16/18 0:00,7/16/18 0:00,7/16/18 0:00,7/16/18 0:00,279.339996,279.339996,279.339996,279.339996,279.339996,-0.089%,-0.089%,-0.089%,-0.089%,-0.089%
7/16/18,SPY,48201000,22003796,-21869076,730859,977819,134720,0.2795,-0.2088,SPY2018-07-16,SPY,7/16/18 0:00,279.640015,279.799988,278.839996,279.339996,267.490143,48201000,7/17/18 0:00,278.470001,280.910004,278.410004,280.470001,268.572174,52315500,FALSE,7/17/18 0:00,7/19/18 0:00,7/20/18 0:00,7/20/18 0:00,7/20/18 0:00,280.470001,280,279.679993,279.679993,279.679993,0.405%,0.236%,0.122%,0.122%,0.122%
7/17/18,SPY,52315500,35854426,-22366753,879998,1261024,13487672,25.7814,1.8779,SPY2018-07-17,SPY,7/17/18 0:00,278.470001,280.910004,278.410004,280.470001,268.572174,52315500,7/18/18 0:00,280.559998,281.179993,280.059998,281.059998,269.137207,44593500,FALSE,7/19/18 0:00,7/20/18 0:00,7/20/18 0:00,7/20/18 0:00,7/20/18 0:00,280,279.679993,279.679993,279.679993,279.679993,-0.168%,-0.282%,-0.282%,-0.282%,-0.282%
7/18/18,SPY,44593500,29006461,-19543934,652280,982430,9462526,21.2195,1.5038,SPY2018-07-18,SPY,7/18/18 0:00,280.559998,281.179993,280.059998,281.059998,269.137207,44593500,7/19/18 0:00,280.309998,280.73999,279.459991,280,268.122101,61412100,FALSE,7/20/18 0:00,7/20/18 0:00,7/20/18 0:00,7/20/18 0:00,7/20/18 0:00,279.679993,279.679993,279.679993,279.679993,279.679993,-0.491%,-0.491%,-0.491%,-0.491%,-0.491%
7/19/18,SPY,61412100,28400854,-30330517,824110,1240491,-1929663,-3.1422,-0.436,SPY2018-07-19,SPY,7/19/18 0:00,280.309998,280.73999,279.459991,280,268.122101,61412100,7/20/18 0:00,279.769989,280.480011,279.5,279.679993,267.815704,82337700,FALSE,7/20/18 0:00,7/20/18 0:00,7/20/18 0:00,7/20/18 0:00,7/20/18 0:00,279.679993,279.679993,279.679993,279.679993,279.679993,-0.114%,-0.114%,-0.114%,-0.114%,-0.114%
7/20/18,SPY,82337700,25917270,-33876039,887348,1496594,-7958769,-9.666,-1.029,SPY2018-07-20,SPY,7/20/18 0:00,279.769989,280.480011,279.5,279.679993,267.815704,82337700,7/23/18 0:00,279.450012,280.429993,279.059998,280.200012,268.313629,47047600,FALSE,7/23/18 0:00,7/23/18 0:00,7/23/18 0:00,7/30/18 0:00,7/30/18 0:00,280.200012,280.200012,280.200012,279.950012,279.950012,0.186%,0.186%,0.186%,0.097%,0.097%
7/23/18,SPY,47047600,27138804,-18123662,674270,951124,9015141,19.1617,1.1995,SPY2018-07-23,SPY,7/23/18 0:00,279.450012,280.429993,279.059998,280.200012,268.313629,47047600,7/24/18 0:00,281.790009,282.559998,280.630005,281.609985,269.663849,68026900,FALSE,7/24/18 0:00,7/24/18 0:00,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,281.609985,281.609985,279.950012,279.950012,279.950012,0.503%,0.503%,-0.089%,-0.089%,-0.089%
7/24/18,SPY,68026900,34715220,-40276697,924221,1350025,-5561476,-8.1754,-0.8147,SPY2018-07-24,SPY,7/24/18 0:00,281.790009,282.559998,280.630005,281.609985,269.663849,68026900,7/25/18 0:00,281.329987,284.369995,281.279999,284.01001,271.962067,78882900,FALSE,7/26/18 0:00,7/27/18 0:00,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,283.339996,281.420013,279.950012,279.950012,279.950012,0.614%,-0.067%,-0.589%,-0.589%,-0.589%
7/25/18,SPY,78882900,48790143,-22205371,848991,1180733,26584771,33.7016,2.8661,SPY2018-07-25,SPY,7/25/18 0:00,281.329987,284.369995,281.279999,284.01001,271.962067,78882900,7/26/18 0:00,283.200012,284.109985,283.089996,283.339996,271.320465,57919500,FALSE,7/27/18 0:00,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,281.420013,279.950012,279.950012,279.950012,279.950012,-0.912%,-1.430%,-1.430%,-1.430%,-1.430%
7/26/18,SPY,57919500,25140306,-24306743,716782,1059497,833563,1.4392,-0.0221,SPY2018-07-26,SPY,7/26/18 0:00,283.200012,284.109985,283.089996,283.339996,271.320465,57919500,7/27/18 0:00,283.709991,283.820007,280.380005,281.420013,269.481873,76768700,FALSE,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,279.950012,279.950012,279.950012,279.950012,279.950012,-1.196%,-1.196%,-1.196%,-1.196%,-1.196%
7/27/18,SPY,76768700,34541829,-54013259,1133482,1806469,-19471430,-25.3638,-2.4472,SPY2018-07-27,SPY,7/27/18 0:00,283.709991,283.820007,280.380005,281.420013,269.481873,76768700,7/30/18 0:00,281.51001,281.690002,279.359985,279.950012,268.074249,63742500,FALSE,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,7/30/18 0:00,279.950012,279.950012,279.950012,279.950012,279.950012,-0.522%,-0.522%,-0.522%,-0.522%,-0.522%
7/30/18,SPY,63742500,19105247,-50307689,721153,1490149,-31202442,-48.9508,-4.4643,SPY2018-07-30,SPY,7/30/18 0:00,281.51001,281.690002,279.359985,279.950012,268.074249,63742500,7/31/18 0:00,280.809998,282.019989,280.380005,281.329987,269.395691,68570500,FALSE,8/1/18 0:00,8/1/18 0:00,8/1/18 0:00,8/1/18 0:00,8/1/18 0:00,280.859985,280.859985,280.859985,280.859985,280.859985,0.325%,0.325%,0.325%,0.325%,0.325%
7/31/18,SPY,68570500,24570586,-28249836,706587,1167968,-3679250,-5.3656,-0.4871,SPY2018-07-31,SPY,7/31/18 0:00,280.809998,282.019989,280.380005,281.329987,269.395691,68570500,8/1/18 0:00,281.559998,282.130005,280.130005,280.859985,268.945679,53853300,FALSE,8/1/18 0:00,8/1/18 0:00,8/1/18 0:00,8/1/18 0:00,8/1/18 0:00,280.859985,280.859985,280.859985,280.859985,280.859985,-0.167%,-0.167%,-0.167%,-0.167%,-0.167%
8/1/18,SPY,53853300,29606653,-34746863,828387,1298514,-5140209,-9.5448,-0.7548,SPY2018-08-01,SPY,8/1/18 0:00,281.559998,282.130005,280.130005,280.859985,268.945679,53853300,8/2/18 0:00,279.390015,282.579987,279.160004,282.390015,270.410767,63426400,FALSE,8/2/18 0:00,8/2/18 0:00,8/2/18 0:00,8/15/18 0:00,8/15/18 0:00,282.390015,282.390015,282.390015,281.779999,281.779999,0.545%,0.545%,0.545%,0.328%,0.328%
8/2/18,SPY,63426400,32152288,-25673818,740174,1390936,6478469,10.2142,0.8367,SPY2018-08-02,SPY,8/2/18 0:00,279.390015,282.579987,279.160004,282.390015,270.410767,63426400,8/3/18 0:00,282.529999,283.660004,282.329987,283.600006,271.569397,53935400,FALSE,8/3/18 0:00,8/3/18 0:00,8/3/18 0:00,8/15/18 0:00,8/15/18 0:00,283.600006,283.600006,283.600006,281.779999,281.779999,0.428%,0.428%,0.428%,-0.216%,-0.216%
8/3/18,SPY,53935400,31160581,-21199057,681300,1237532,9961523,18.4694,1.4601,SPY2018-08-03,SPY,8/3/18 0:00,282.529999,283.660004,282.329987,283.600006,271.569397,53935400,8/6/18 0:00,283.640015,284.98999,283.200012,284.640015,272.565277,39400900,FALSE,8/6/18 0:00,8/6/18 0:00,8/10/18 0:00,8/15/18 0:00,8/15/18 0:00,284.640015,284.640015,283.160004,281.779999,281.779999,0.367%,0.367%,-0.155%,-0.642%,-0.642%
8/6/18,SPY,39400900,32714978,-18806944,860175,1132459,13908034,35.2988,2.8348,SPY2018-08-06,SPY,8/6/18 0:00,283.640015,284.98999,283.200012,284.640015,272.565277,39400900,8/7/18 0:00,285.390015,286.01001,285.23999,285.579987,273.465424,43196600,FALSE,8/8/18 0:00,8/9/18 0:00,8/13/18 0:00,8/15/18 0:00,8/15/18 0:00,285.459991,285.070007,282.100006,281.779999,281.779999,0.288%,0.151%,-0.892%,-1.005%,-1.005%
8/7/18,SPY,43196600,36546978,-25247027,1156760,1384442,11299950,26.1594,1.7685,SPY2018-08-07,SPY,8/7/18 0:00,285.390015,286.01001,285.23999,285.579987,273.465424,43196600,8/8/18 0:00,285.390015,285.910004,284.940002,285.459991,273.350494,42114600,FALSE,8/9/18 0:00,8/10/18 0:00,8/13/18 0:00,8/15/18 0:00,8/15/18 0:00,285.070007,283.160004,282.100006,281.779999,281.779999,-0.179%,-0.847%,-1.219%,-1.331%,-1.331%
8/8/18,SPY,42114600,24976584,-21370567,605477,1102421,3606016,8.5624,0.4685,SPY2018-08-08,SPY,8/8/18 0:00,285.390015,285.910004,284.940002,285.459991,273.350494,42114600,8/9/18 0:00,285.529999,285.970001,284.920013,285.070007,272.977081,35717000,FALSE,8/10/18 0:00,8/13/18 0:00,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,283.160004,282.100006,281.779999,281.779999,281.779999,-0.806%,-1.177%,-1.289%,-1.289%,-1.289%
8/9/18,SPY,35717000,18338571,-20379651,578663,1048482,-2041079,-5.7146,-0.6382,SPY2018-08-09,SPY,8/9/18 0:00,285.529999,285.970001,284.920013,285.070007,272.977081,35717000,8/10/18 0:00,283.450012,284.059998,282.359985,283.160004,271.148071,77076000,FALSE,8/13/18 0:00,8/13/18 0:00,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,282.100006,282.100006,281.779999,281.779999,281.779999,-1.042%,-1.042%,-1.154%,-1.154%,-1.154%
8/10/18,SPY,77076000,29920187,-58466583,1034553,2200038,-28546396,-37.0367,-3.1316,SPY2018-08-10,SPY,8/10/18 0:00,283.450012,284.059998,282.359985,283.160004,271.148071,77076000,8/13/18 0:00,283.470001,284.160004,281.769989,282.100006,270.133057,65732900,FALSE,8/13/18 0:00,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,282.100006,281.779999,281.779999,281.779999,281.779999,-0.374%,-0.487%,-0.487%,-0.487%,-0.487%
8/13/18,SPY,65732900,25824411,-49531159,925732,1773076,-23706747,-36.0653,-2.7957,SPY2018-08-13,SPY,8/13/18 0:00,283.470001,284.160004,281.769989,282.100006,270.133057,65732900,8/14/18 0:00,282.920013,284.170013,282.480011,283.899994,271.856689,43842000,FALSE,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,281.779999,281.779999,281.779999,281.779999,281.779999,-0.113%,-0.113%,-0.113%,-0.113%,-0.113%
8/14/18,SPY,43842000,26910295,-23717873,721549,1174451,3192421,7.2817,0.2856,SPY2018-08-14,SPY,8/14/18 0:00,282.920013,284.170013,282.480011,283.899994,271.856689,43842000,8/15/18 0:00,282.380005,282.540009,280.160004,281.779999,269.82666,102925400,FALSE,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,8/15/18 0:00,281.779999,281.779999,281.779999,281.779999,281.779999,-0.747%,-0.747%,-0.747%,-0.747%,-0.747%
8/15/18,SPY,102925400,51085460,-61048889,1579158,2682057,-9963428,-9.6802,-1.0231,SPY2018-08-15,SPY,8/15/18 0:00,282.380005,282.540009,280.160004,281.779999,269.82666,102925400,8/16/18 0:00,283.399994,285.040009,283.359985,284.059998,272.009888,69967900,FALSE,8/16/18 0:00,8/16/18 0:00,8/16/18 0:00,8/16/18 0:00,8/16/18 0:00,284.059998,284.059998,284.059998,284.059998,284.059998,0.809%,0.809%,0.809%,0.809%,0.809%
8/16/18,SPY,69967900,43570511,-41683670,1341956,1784862,1886841,2.6967,-0.1608,SPY2018-08-16,SPY,8/16/18 0:00,283.399994,285.040009,283.359985,284.059998,272.009888,69967900,8/17/18 0:00,283.829987,285.559998,283.369995,285.059998,272.967499,65618500,FALSE,8/17/18 0:00,8/17/18 0:00,8/17/18 0:00,8/17/18 0:00,8/17/18 0:00,285.059998,285.059998,285.059998,285.059998,285.059998,0.352%,0.352%,0.352%,0.352%,0.352%
8/17/18,SPY,65618500,53918230,-25735645,1694173,1640561,28182585,42.9491,2.7547,SPY2018-08-17,SPY,8/17/18 0:00,283.829987,285.559998,283.369995,285.059998,272.967499,65618500,8/20/18 0:00,285.570007,285.970001,285.059998,285.670013,273.551697,39807500,FALSE,8/20/18 0:00,8/20/18 0:00,8/20/18 0:00,8/20/18 0:00,8/20/18 0:00,285.670013,285.670013,285.670013,285.670013,285.670013,0.214%,0.214%,0.214%,0.214%,0.214%
8/20/18,SPY,39807500,30032489,-18164413,880640,983118,11868075,29.8137,1.8097,SPY2018-08-20,SPY,8/20/18 0:00,285.570007,285.970001,285.059998,285.670013,273.551697,39807500,8/21/18 0:00,286.25,287.309998,285.709991,286.339996,274.193176,67272000,FALSE,8/22/18 0:00,8/23/18 0:00,8/23/18 0:00,8/23/18 0:00,8/23/18 0:00,286.170013,285.790009,285.790009,285.790009,285.790009,0.175%,0.042%,0.042%,0.042%,0.042%
8/21/18,SPY,67272000,33066355,-28484501,966767,1138748,4581854,6.8109,0.1754,SPY2018-08-21,SPY,8/21/18 0:00,286.25,287.309998,285.709991,286.339996,274.193176,67272000,8/22/18 0:00,285.880005,286.76001,285.579987,286.170013,274.030396,44993300,FALSE,8/23/18 0:00,8/23/18 0:00,8/23/18 0:00,8/23/18 0:00,8/23/18 0:00,285.790009,285.790009,285.790009,285.790009,285.790009,-0.192%,-0.192%,-0.192%,-0.192%,-0.192%
8/22/18,SPY,44993300,27581139,-27627166,717226,1206047,-46026,-0.1023,-0.3369,SPY2018-08-22,SPY,8/22/18 0:00,285.880005,286.76001,285.579987,286.170013,274.030396,44993300,8/23/18 0:00,285.970001,286.940002,285.429993,285.790009,273.666534,49204900,FALSE,8/23/18 0:00,8/23/18 0:00,8/23/18 0:00,8/23/18 0:00,8/23/18 0:00,285.790009,285.790009,285.790009,285.790009,285.790009,-0.133%,-0.133%,-0.133%,-0.133%,-0.133%
8/23/18,SPY,49204900,22869526,-39055807,662687,1474403,-16186280,-32.8957,-2.6231,SPY2018-08-23,SPY,8/23/18 0:00,285.970001,286.940002,285.429993,285.790009,273.666534,49204900,8/24/18 0:00,286.440002,287.670013,286.380005,287.51001,275.313568,57487400,FALSE,8/24/18 0:00,8/24/18 0:00,8/24/18 0:00,8/24/18 0:00,8/24/18 0:00,287.51001,287.51001,287.51001,287.51001,287.51001,0.602%,0.602%,0.602%,0.602%,0.602%
8/24/18,SPY,57487400,43095441,-27026103,1033908,1510306,16069337,27.9528,2.2046,SPY2018-08-24,SPY,8/24/18 0:00,286.440002,287.670013,286.380005,287.51001,275.313568,57487400,8/27/18 0:00,288.859985,289.899994,288.679993,289.779999,277.487274,57072400,FALSE,8/27/18 0:00,8/27/18 0:00,8/27/18 0:00,9/7/18 0:00,9/7/18 0:00,289.779999,289.779999,289.779999,287.600006,287.600006,0.790%,0.790%,0.790%,0.031%,0.031%
8/27/18,SPY,57072400,44519461,-27496779,1041539,1387183,17022681,29.8265,1.9722,SPY2018-08-27,SPY,8/27/18 0:00,288.859985,289.899994,288.679993,289.779999,277.487274,57072400,8/28/18 0:00,290.299988,290.420013,289.399994,289.920013,277.621338,46943500,FALSE,8/28/18 0:00,8/28/18 0:00,9/4/18 0:00,9/7/18 0:00,10/9/18 0:00,289.920013,289.920013,289.809998,287.600006,287.399994,0.048%,0.048%,0.010%,-0.752%,-0.821%
8/28/18,SPY,46943500,27358667,-24029429,660716,1007539,3329238,7.092,0.1621,SPY2018-08-28,SPY,8/28/18 0:00,290.299988,290.420013,289.399994,289.920013,277.621338,46943500,8/29/18 0:00,290.160004,291.73999,289.890015,291.480011,279.115143,61485500,FALSE,8/30/18 0:00,8/30/18 0:00,9/5/18 0:00,9/7/18 0:00,10/10/18 0:00,290.299988,290.299988,289.029999,287.600006,278.299988,0.131%,0.131%,-0.307%,-0.800%,-4.008%
8/29/18,SPY,61485500,49789694,-24081942,1046867,1269144,25707752,41.8111,2.571,SPY2018-08-29,SPY,8/29/18 0:00,290.160004,291.73999,289.890015,291.480011,279.115143,61485500,8/30/18 0:00,290.940002,291.359985,289.630005,290.299988,277.985229,61229500,FALSE,8/30/18 0:00,9/4/18 0:00,9/6/18 0:00,9/7/18 0:00,10/11/18 0:00,290.299988,289.809998,288.160004,287.600006,272.170013,-0.405%,-0.573%,-1.139%,-1.331%,-6.625%
8/30/18,SPY,61229500,34705258,-42407886,1015462,1379470,-7702627,-12.5799,-1.2026,SPY2018-08-30,SPY,8/30/18 0:00,290.940002,291.359985,289.630005,290.299988,277.985229,61229500,8/31/18 0:00,289.839996,290.809998,289.290009,290.309998,277.994781,66140800,FALSE,9/4/18 0:00,9/5/18 0:00,9/7/18 0:00,9/7/18 0:00,10/11/18 0:00,289.809998,289.029999,287.600006,287.600006,272.170013,-0.169%,-0.437%,-0.930%,-0.930%,-6.245%
8/31/18,SPY,66140800,42328270,-33958613,1062604,1567016,8369656,12.6543,0.5476,SPY2018-08-31,SPY,8/31/18 0:00,289.839996,290.809998,289.290009,290.309998,277.994781,66140800,9/4/18 0:00,289.839996,290.209991,288.679993,289.809998,277.515991,57594400,FALSE,9/5/18 0:00,9/6/18 0:00,9/7/18 0:00,9/7/18 0:00,10/11/18 0:00,289.029999,288.160004,287.600006,287.600006,272.170013,-0.441%,-0.741%,-0.933%,-0.933%,-6.248%
9/4/18,SPY,57594400,32962442,-28139851,856902,1159245,4822590,8.3734,0.0858,SPY2018-09-04,SPY,9/4/18 0:00,289.839996,290.209991,288.679993,289.809998,277.515991,57594400,9/5/18 0:00,289.410004,289.640015,287.890015,289.029999,276.769073,72452400,FALSE,9/6/18 0:00,9/7/18 0:00,9/7/18 0:00,9/7/18 0:00,10/11/18 0:00,288.160004,287.600006,287.600006,287.600006,272.170013,-0.569%,-0.763%,-0.763%,-0.763%,-6.087%
9/5/18,SPY,72452400,32128340,-30406107,819644,1255548,1722232,2.3771,-0.2762,SPY2018-09-05,SPY,9/5/18 0:00,289.410004,289.640015,287.890015,289.029999,276.769073,72452400,9/6/18 0:00,289.149994,289.48999,287,288.160004,275.935974,65909900,FALSE,9/7/18 0:00,9/7/18 0:00,9/7/18 0:00,9/7/18 0:00,10/11/18 0:00,287.600006,287.600006,287.600006,287.600006,272.170013,-0.495%,-0.495%,-0.495%,-0.495%,-5.833%
9/6/18,SPY,65909900,35414661,-38502869,964043,1598830,-3088207,-4.6855,-0.7025,SPY2018-09-06,SPY,9/6/18 0:00,289.149994,289.48999,287,288.160004,275.935974,65909900,9/7/18 0:00,286.980011,288.700012,286.709991,287.600006,275.39975,73524800,FALSE,9/7/18 0:00,9/7/18 0:00,9/7/18 0:00,9/7/18 0:00,10/11/18 0:00,287.600006,287.600006,287.600006,287.600006,272.170013,-0.194%,-0.194%,-0.194%,-0.194%,-5.549%
9/7/18,SPY,73524800,31126839,-41473582,1001388,1500826,-10346742,-14.0725,-1.3441,SPY2018-09-07,SPY,9/7/18 0:00,286.980011,288.700012,286.709991,287.600006,275.39975,73524800,9/10/18 0:00,288.73999,289.040009,287.880005,288.100006,275.87851,50210900,FALSE,9/10/18 0:00,9/10/18 0:00,9/10/18 0:00,9/10/18 0:00,10/11/18 0:00,288.100006,288.100006,288.100006,288.100006,272.170013,0.174%,0.174%,0.174%,0.174%,-5.365%
